userId,train,gt,rec_AMR_visual_max_k5
146195,"[356, 1961, 5418, 586, 2028, 589, 111, 50, 6874]","[3578, 4226]","[858.0, 1193.0, 1573.0, 1997.0, 1201.0]"
146206,"[1221, 2023, 296, 1961, 553, 2028, 1201, 134130, 1721, 97304, 122904, 858, 1339, 79132, 1214]","[1377, 169984, 58559, 122882]","[3578.0, 904.0, 1213.0, 2571.0, 480.0]"
146212,"[480, 33794, 2411, 1997, 2959, 912, 3578, 4022, 6874, 858, 2011, 6365, 1214, 58559]","[79132, 1089, 2571]","[318.0, 1573.0, 608.0, 4226.0, 4993.0]"
146216,"[4226, 5219, 356, 420, 6534, 553, 5418, 1193, 1201, 4084, 4085, 6874]","[42738, 1961, 1377]","[1573.0, 858.0, 1704.0, 2571.0, 1377.0]"
146221,"[95875, 60040, 122892, 7438, 111759, 1690, 79132, 8861, 420, 111781, 36519, 1339, 318, 58559, 5956, 3147, 88140, 3916, 1997, 8665, 6874, 2409, 2410, 4223]","[5995, 30707, 1214]","[53972.0, 122920.0, 1377.0, 111364.0, 2028.0]"
146230,"[4993, 4226, 1036, 6548, 150, 2329, 64030, 165, 1704, 1961, 5418, 64957, 318, 1619, 6874, 2011, 6754, 42738, 54771, 44665]","[30707, 1721, 2028, 2959, 4995]","[778.0, 3147.0, 231.0, 4995.0, 6979.0]"
146234,"[4226, 34150, 5574, 904, 778, 5418, 1584, 1266, 30707, 6548, 2329, 8638, 58559]","[1252, 231, 5956, 5989, 3362]","[527.0, 53996.0, 31364.0, 7438.0, 113573.0]"
146235,"[5952, 480, 1954, 6754, 113573, 34150, 293, 2028, 122892, 1206]","[608, 122882, 42738, 48780, 778]","[4993.0, 2011.0, 1377.0, 48780.0, 6979.0]"
146245,"[36519, 59369, 778, 1645, 162606, 7153, 53972, 189333, 6934, 86644, 79132]","[8665, 122882]","[48304.0, 5952.0, 2167.0, 44665.0, 6.0]"
146254,"[33794, 4226, 34150, 1193, 5418, 3147, 2571, 1645, 1200, 50, 6874]","[608, 904, 150, 356, 8665, 44665, 2411, 4993]","[4993.0, 7438.0, 6934.0, 1954.0, 1704.0]"
146267,"[6, 589, 50, 2167, 1690, 858, 2011]",[293],"[1573.0, 4022.0, 318.0, 356.0, 4226.0]"
146270,"[131714, 4995, 1036, 76175, 65682, 69526, 2329, 165, 1704, 109487, 1201, 4022, 68157, 318, 1213, 586, 1619, 1370, 2011, 6365, 480, 1377, 1645, 7153, 30707, 3578]","[6874, 2571, 116797, 33794]","[91974.0, 1089.0, 266.0, 1214.0, 296.0]"
146275,"[608, 122882, 33794, 1252, 356, 6, 85414, 112552, 2571, 527, 163645]","[4995, 1203]","[6874.0, 122900.0, 1227.0, 31364.0, 30707.0]"
146279,"[356, 59369, 2571, 7438, 527, 1200, 1206, 8985, 1339, 58559]","[5989, 2167, 2329, 480]","[1573.0, 1089.0, 5418.0, 2959.0, 1036.0]"
146281,"[111364, 1036, 7438, 2959, 912, 189333, 6550, 6934, 142488, 8985, 79132, 5418, 1200, 48304, 50, 58559, 5574, 175303, 1997, 80846, 858, 1252, 111, 2167]","[1089, 31364, 1214]","[91630.0, 2571.0, 3362.0, 4993.0, 57528.0]"
146286,"[4993, 4995, 356, 589, 7438, 2959, 1584, 50, 6934, 150, 6874, 318]","[1997, 2571, 1206]","[5952.0, 58559.0, 1704.0, 79132.0, 5989.0]"
146297,"[4995, 5254, 169864, 109578, 2571, 778, 150, 112552, 1193, 1961, 122920, 4776, 116797, 1214, 1227, 53972, 7387, 608, 6754, 114795, 7153, 42738, 30707, 4085, 3578]","[8861, 6863, 1036, 1201, 5418, 2028, 1645, 165, 8985]","[111.0, 5418.0, 527.0, 4993.0, 7438.0]"
146301,"[480, 356, 4262, 231, 1645, 1721, 3510, 2329]",[1377],"[1704.0, 318.0, 2023.0, 6365.0, 4776.0]"
146302,"[420, 356, 1619, 150, 1206, 3578]","[318, 1721, 231]","[1339.0, 2023.0, 1573.0, 1377.0, 266.0]"
146307,"[4993, 4995, 1704, 2571, 7153]","[54771, 5418]","[5995.0, 33794.0, 5418.0, 912.0, 58559.0]"
146310,"[5219, 111781, 5995, 1036, 6548, 78772, 6874, 116797]","[5989, 58559]","[103249.0, 34150.0, 122892.0, 1573.0, 110501.0]"
146312,"[1089, 293, 1584, 50, 150]","[1704, 2028]","[111.0, 778.0, 4993.0, 1214.0, 480.0]"
146322,"[480, 1704, 1266, 150, 1213]",[1961],"[1193.0, 1089.0, 1573.0, 266.0, 318.0]"
146333,"[5952, 293, 4776, 111, 3578]",[5418],"[527.0, 1200.0, 1036.0, 8638.0, 58559.0]"
146336,"[5952, 4993, 122882, 6754, 95875, 85414, 1961, 2571, 1645, 7438, 2959, 79695, 56145, 134130, 589, 3510, 122904]","[6365, 78772]","[115149.0, 97752.0, 59369.0, 99114.0, 114180.0]"
146345,"[4993, 1377, 5989, 296, 5995, 1036, 50, 1721, 58559]","[608, 1645, 56145]","[2571.0, 64957.0, 480.0, 2959.0, 79132.0]"
146347,"[480, 1089, 4226, 5219, 420, 4995, 2011, 3362, 553, 778, 3916, 589, 1036, 1690, 1339]","[858, 4993, 1200, 1721]","[1370.0, 6550.0, 2167.0, 4085.0, 64030.0]"
146348,"[33794, 4995, 904, 7438, 2959, 110102, 122912, 122914, 111781, 85414, 1193, 5418, 48304, 138036, 4022, 168248, 1214, 589, 103249, 97752, 608, 91630, 111, 174585]","[5952, 1200, 858, 79695]","[1206.0, 111743.0, 296.0, 115149.0, 134130.0]"
146363,"[480, 608, 1573, 296, 1193, 1213, 318]","[7153, 5254, 50]","[1704.0, 2011.0, 2571.0, 1266.0, 1954.0]"
146377,"[33794, 99114, 2959, 50, 138036, 858]","[318, 109487, 134130]","[2571.0, 6874.0, 608.0, 64957.0, 7438.0]"
146380,"[5952, 87520, 4995, 1961, 2571, 2028, 589, 1584, 50, 134130, 150, 1213, 92507, 79132, 64957]","[1954, 8529, 2959, 3578, 3147]","[231.0, 105504.0, 480.0, 1721.0, 1036.0]"
146381,"[5952, 296, 128360, 858, 1206, 6874, 79132, 6365]","[7153, 2571, 3578]","[4993.0, 2571.0, 608.0, 7153.0, 58559.0]"
146388,"[608, 122882, 111364, 34150, 119145, 99114, 3147, 1645, 7438, 134130, 4085, 58559]","[122912, 189333, 109487]","[1704.0, 4993.0, 1213.0, 33794.0, 1193.0]"
146390,"[1193, 527, 912, 1203, 1206]","[1690, 904]","[4226.0, 318.0, 1214.0, 2571.0, 904.0]"
146391,"[5952, 231, 3178, 8529, 4022]","[6874, 293, 3147]","[3198.0, 3916.0, 1584.0, 1619.0, 266.0]"
146392,"[356, 1573, 6534, 296, 103688, 99114, 5995, 1645, 7438, 4022, 64983, 53464, 6874, 3578, 79132, 68157]","[111364, 48304, 4995]","[58559.0, 33794.0, 48780.0, 5418.0, 109487.0]"
146394,"[4993, 34150, 99114, 2571, 109487, 111, 912, 134130, 6874, 1213]","[5219, 42738, 2028, 2329]","[293.0, 1704.0, 111759.0, 58559.0, 1036.0]"
146417,"[3362, 6, 904, 1961, 3178, 2571, 48780, 5995, 589, 527, 1584, 1266, 30707, 1206, 2167, 8665, 72731, 68157]","[296, 1704, 2959, 1954]","[3198.0, 1721.0, 4022.0, 6365.0, 4995.0]"
146419,"[608, 1377, 1954, 1961, 2028, 111, 1201, 150, 858]",[2411],"[2571.0, 1227.0, 50.0, 1193.0, 6863.0]"
146422,"[3362, 1203, 1252]",[1193],"[195163.0, 177593.0, 48304.0, 33794.0, 102088.0]"
146428,"[1252, 231, 1193, 5418, 1201, 1203, 30707, 318]","[5989, 1721, 4022, 3578]","[1704.0, 111.0, 608.0, 858.0, 553.0]"
146430,"[4995, 2571, 7438, 1200, 116797, 1213, 1214, 5952, 1089, 64957, 1221, 2011, 6365, 480, 2028, 111, 30707, 44665, 3578]","[33794, 858, 48780, 318]","[1704.0, 4022.0, 58559.0, 296.0, 1193.0]"
146435,"[122892, 6934, 79132, 85414, 296, 4776, 1704, 99114, 1961, 112552, 50, 4022, 168248, 1214, 170827, 115149, 8665, 30707, 139385, 3578]","[163645, 480, 91630, 88140]","[81932.0, 1584.0, 7438.0, 79695.0, 5952.0]"
146437,"[122892, 2959, 165, 293, 122920, 1200, 50, 5810, 64957, 58559, 1089, 5956, 8665, 6874, 87520, 1377, 34150, 65514, 53996, 1645, 111, 30707, 2167, 3578, 4223]","[48780, 97304, 95875, 2011, 3916]","[1704.0, 4776.0, 608.0, 57528.0, 4993.0]"
146442,"[5952, 293, 1573, 553, 5418, 586, 1645, 2959, 1721, 3510, 6874, 3578, 8861, 318]","[527, 356]","[356.0, 4022.0, 231.0, 912.0, 1704.0]"
146446,"[33794, 122882, 2571, 122892, 111759, 2959, 6934, 150, 8985, 296, 1704, 5810, 93363, 1339, 64957, 5952, 1089, 3147, 589, 115149, 858, 146656, 87520, 6754, 480, 356, 608, 34150, 2410, 134130, 139385]","[1645, 6550, 97752, 162606, 318]","[50.0, 2329.0, 6534.0, 1200.0, 231.0]"
146453,"[356, 589, 111, 527, 4022, 1721]",[1377],"[1193.0, 586.0, 50.0, 778.0, 1214.0]"
146461,"[60040, 778, 2959, 111759, 6550, 69526, 102686, 165, 4776, 109487, 1200, 93363, 1997, 64983, 53464, 200540, 59369, 80363, 53996, 91630, 84601]","[5254, 128360, 109578, 2329, 3147, 1339, 76175, 7153, 110102, 169984]","[231.0, 85414.0, 79695.0, 8985.0, 50.0]"
146475,"[169984, 122882, 4995, 6, 5254, 103688, 6534, 778, 48780, 76175, 2959, 110102, 122914, 1573, 85414, 296, 1193, 168366, 1584, 96691, 138036, 64957, 1214, 58559, 5952, 1089, 5574, 175303, 586, 79695, 6863, 195163, 356, 231, 119145, 7153, 42738, 3578]","[122890, 106491, 162082, 139385, 6874, 5956]","[7438.0, 4226.0, 4993.0, 8861.0, 115149.0]"
146492,"[165, 6, 553, 1036, 1200, 6934]",[318],"[293.0, 608.0, 589.0, 912.0, 5952.0]"
146497,"[6754, 4995, 5989, 293, 60040, 6863, 7153, 65682, 158966, 6874, 106491, 79132, 318]","[5418, 122900, 114180, 527]","[6365.0, 150.0, 231.0, 88140.0, 53996.0]"
146503,"[1200, 7153, 2571, 1206]","[1214, 778, 3578, 231]","[1036.0, 6874.0, 231.0, 4993.0, 6934.0]"
146506,"[33794, 2959, 6934, 3362, 110501, 1206, 168248, 1213, 116797, 58559, 1089, 1370, 858, 5989, 3178, 5995, 2028, 134130, 139644]","[293, 57528, 912, 4226, 92507]","[1221.0, 296.0, 112552.0, 177593.0, 1645.0]"
146516,"[111364, 165, 122920, 60040, 99114, 5418, 122892, 589, 104913, 1266, 2167, 122904, 3578, 6365]","[69526, 175303, 1200]","[79132.0, 293.0, 122882.0, 68157.0, 1704.0]"
146524,"[6, 904, 53996, 589, 48780, 111, 1997, 7438, 50, 1203, 2329, 79132, 64957]",[1214],"[296.0, 1214.0, 1089.0, 2959.0, 5989.0]"
146525,"[122882, 111364, 6, 109578, 912, 6550, 150, 2329, 90522, 420, 111781, 36519, 96432, 102088, 115149, 8529, 53464, 6365, 608, 87520, 5989, 111]","[33794, 1370, 778, 8638, 97752, 7153, 1193, 165]","[1997.0, 1690.0, 1193.0, 76175.0, 527.0]"
146535,"[122882, 6534, 117895, 76175, 6548, 1954, 111781, 293, 4022, 5952, 1221, 589, 79695, 56145, 53464, 2011, 6754, 2023, 231, 53996, 1645, 7153, 42738, 139385, 111743]","[80363, 165, 356]","[115149.0, 1206.0, 1584.0, 1704.0, 4993.0]"
146537,"[5810, 5995, 4085]","[3362, 6534]","[912.0, 2409.0, 1690.0, 6.0, 2571.0]"
146548,"[5989, 6, 2028, 3916, 48780, 111, 527, 50, 6874, 8638]",[3578],"[150.0, 318.0, 1193.0, 7438.0, 5995.0]"
146554,"[4262, 1704, 2028, 109487, 1584, 150, 2329, 3578, 79132, 1213]","[527, 30707]","[608.0, 296.0, 1089.0, 2023.0, 912.0]"
146563,"[1089, 33794, 4776, 2571, 48780, 1645, 2959, 48304, 68157, 8638]",[1036],"[1206.0, 4262.0, 58559.0, 5995.0, 44665.0]"
146565,"[33794, 111364, 115210, 81932, 7438, 76175, 6934, 1690, 3362, 113573, 85414, 1203, 58559, 5956, 88140, 8529, 8665, 6365, 608, 231, 1266, 134130, 3198]","[5810, 5952, 122900, 57528, 48304, 356, 480, 1036, 5418, 122882, 104913, 79695]","[6.0, 296.0, 165.0, 2959.0, 111.0]"
146566,"[6534, 6, 904, 7438, 65682, 122900, 6934, 162082, 4262, 85414, 1193, 1961, 109487, 5810, 93363, 138036, 1721, 163645, 116797, 58559, 1213, 1221, 1997, 79695, 64983, 858, 6754, 59369, 2028, 2167]","[112552, 356, 912, 586, 102686, 5574, 480]","[1206.0, 4776.0, 4022.0, 1573.0, 8861.0]"
146569,"[1089, 1377, 356, 165, 589, 1266, 1339]",[1036],"[1573.0, 1704.0, 608.0, 2011.0, 293.0]"
146571,"[296, 553, 5418, 2571, 2028, 1645, 111, 1266, 1721, 3578, 1213, 318]","[293, 1961, 2023]","[1704.0, 1573.0, 608.0, 1690.0, 4022.0]"
146578,"[4226, 3362, 5989, 6, 296, 1193, 2409, 589, 1997, 50, 150, 2167, 1721, 7387, 6365, 318]","[1213, 1089, 778, 4262, 2329]","[1690.0, 1200.0, 1573.0, 1266.0, 2571.0]"
146580,"[318, 480, 4995, 48780, 2959, 1584, 42738, 6874, 1214]","[150, 1089]","[4993.0, 6365.0, 1704.0, 2028.0, 58559.0]"
146588,"[1089, 293, 6, 231, 1200, 1213]","[150, 50]","[50.0, 858.0, 553.0, 1619.0, 527.0]"
146591,"[79132, 116797, 1206]",[6934],"[4022.0, 4993.0, 7438.0, 5995.0, 1721.0]"
146592,"[5952, 1089, 4993, 68157, 6534, 60040, 88140, 48780, 2959, 69526, 6365]","[174585, 112552, 6874, 912, 78772]","[2011.0, 58559.0, 5219.0, 7438.0, 589.0]"
146594,"[4993, 30707, 150, 527]",[4085],"[318.0, 111.0, 1036.0, 1200.0, 1089.0]"
146598,"[4993, 4226, 4995, 266, 48780, 6548, 122900, 97304, 4262, 36519, 1193, 553, 1203, 5952, 5574, 3147, 1997, 104913, 92507, 6365, 6754, 356, 2023, 2411, 53996, 2028, 7153, 4084, 84601]","[134130, 105504, 86644, 94985, 5254, 58559]","[1370.0, 1961.0, 4085.0, 5989.0, 2410.0]"
146602,"[1721, 6874, 2959]","[778, 58559, 5995]","[1203.0, 4995.0, 1213.0, 296.0, 318.0]"
146603,"[33794, 1221, 99114, 5995, 48780, 80363, 2959, 527, 65682, 150, 858, 2011]","[1036, 2329, 68157, 42738, 1954, 318]","[1089.0, 296.0, 165.0, 1721.0, 1214.0]"
146604,"[4226, 6, 778, 527, 122904, 293, 296, 553, 1961, 1193, 4776, 1213, 318, 5952, 6979, 8529, 356, 111, 4085]","[1036, 59369, 8665, 7153]","[1266.0, 3578.0, 480.0, 1089.0, 4262.0]"
146606,"[5952, 4995, 293, 60040, 1193, 112552, 5995, 53996, 2028, 130956, 589, 3578, 2329, 858]","[30707, 2410]","[8638.0, 1201.0, 778.0, 5956.0, 69275.0]"
146609,"[117895, 111759, 142488, 122904, 204698, 162598, 1193, 1961, 99114, 4022, 8638, 3147, 104913, 197203, 200540, 6365, 5989, 128360, 53996, 7153, 134130]","[318, 97304]","[163645.0, 34150.0, 3916.0, 112552.0, 158966.0]"
146612,"[480, 95875, 293, 2329, 3178, 1227, 105355, 111, 6863, 56145, 104913, 78772, 86644, 1206, 64983, 8665, 106491]","[5219, 81932, 68157, 589, 7153]","[69526.0, 1619.0, 88140.0, 1214.0, 2011.0]"
146614,"[480, 4993, 6979, 356, 85414, 4776, 122890, 5418, 2028, 162606, 79695, 8529, 171763, 160980, 6934]","[1704, 4995, 97752]","[1704.0, 608.0, 8665.0, 165.0, 589.0]"
146616,"[48780, 88140, 109487, 114935, 1690, 68157]","[129937, 527, 904]","[586.0, 79132.0, 122882.0, 6934.0, 1721.0]"
146620,"[5952, 480, 3178, 1584, 150, 1690, 318]",[4993],"[165.0, 1200.0, 6.0, 1704.0, 6365.0]"
146628,"[608, 904, 589, 50, 3578]","[30707, 2571, 3147]","[1193.0, 1721.0, 2028.0, 1200.0, 1573.0]"
146631,"[5952, 4993, 1954, 122882, 1573, 34150, 1704, 2409, 5418, 88140, 1036, 48780, 1200, 7153, 57528, 139642, 2011, 1214]","[58559, 7438]","[1377.0, 293.0, 122920.0, 1089.0, 109487.0]"
146639,"[5952, 4993, 480, 6979, 4226, 4262, 85414, 553, 778, 2028, 1036, 527, 6934, 79132]","[1193, 50, 150, 6874]","[293.0, 4223.0, 8665.0, 4085.0, 2571.0]"
146643,"[480, 420, 1573, 2411, 589, 1200, 1584, 858, 318]","[231, 150, 3198]","[1377.0, 586.0, 1193.0, 1690.0, 2028.0]"
146649,"[318, 1266, 150]",[1213],"[6.0, 1584.0, 1089.0, 296.0, 778.0]"
146650,"[904, 1193, 296, 111, 1201, 30707, 79132]","[58559, 589]","[527.0, 1203.0, 1036.0, 778.0, 3362.0]"
146652,"[33794, 6534, 111759, 4776, 553, 99114, 109487, 89904, 586, 3147, 3916, 1227, 173145, 6874, 87520, 2023, 128360, 119145, 2410, 5995, 1645, 1266]","[122890, 527, 4995, 6934, 912, 64957, 177593, 165]","[112552.0, 1961.0, 1213.0, 2959.0, 1704.0]"
146657,"[1089, 3362, 356, 50, 1339, 1213]","[778, 1954]","[1266.0, 4776.0, 1573.0, 6.0, 1221.0]"
146659,"[6, 296, 1200, 912, 1206, 1214]","[293, 608]","[608.0, 2571.0, 1089.0, 5995.0, 150.0]"
146663,"[1573, 6, 296, 99114, 80363, 81932, 3147, 109487, 56145, 3578, 1690, 69275, 1214]","[122904, 608, 30707, 116797]","[2028.0, 111759.0, 318.0, 50.0, 105355.0]"
146670,"[608, 1573, 778, 1200, 50, 1721, 1370, 2011]","[912, 2410]","[589.0, 586.0, 4022.0, 1377.0, 6.0]"
146672,"[1089, 4993, 2011, 103688, 119145, 266, 2028, 2959, 84601, 93363, 1721, 6874, 92507, 79132, 6365]","[105653, 3178, 318, 3147]","[1214.0, 1036.0, 527.0, 111759.0, 1573.0]"
146675,"[7153, 778, 1193, 5989]","[1213, 5418, 50]","[293.0, 296.0, 904.0, 1214.0, 480.0]"
146678,"[480, 1089, 7438, 104913, 50, 122900, 84601, 3578, 2011]","[115149, 7153, 33794]","[1704.0, 79132.0, 589.0, 2959.0, 48780.0]"
146680,"[157699, 356, 128360, 162606, 109487, 116797, 2329, 79132, 68157, 64957]",[48780],"[139385.0, 50.0, 30707.0, 105504.0, 1954.0]"
146684,"[1377, 356, 293, 2167]","[2411, 1036]","[480.0, 231.0, 3578.0, 165.0, 2011.0]"
146698,"[4993, 1954, 1193, 2410, 1200, 4085, 1206, 8665, 1214]","[1339, 356, 858, 527, 586, 1961]","[1704.0, 111.0, 608.0, 1377.0, 4084.0]"
146703,"[608, 4993, 4226, 111364, 165, 185029, 103688, 586, 1997, 109487, 527, 134130, 1266, 86644, 1690, 1370, 1213]","[7387, 1377, 122882, 2011]","[589.0, 553.0, 175303.0, 480.0, 318.0]"
146704,"[356, 1573, 165, 2028, 1997, 111, 1206, 4022]",[1036],"[1193.0, 1221.0, 2023.0, 4776.0, 1704.0]"
146708,"[131714, 114180, 1036, 130956, 93838, 6548, 116887, 109848, 90522, 165, 110501, 36519, 116397, 48304, 96432, 93363, 1721, 116797, 64957, 5574, 130634, 88140, 53464, 1370, 5989, 139642, 7153, 112370, 86644, 3578, 106491]","[114713, 122892, 117895, 74851, 81932, 97304, 79695]","[115210.0, 109487.0, 128360.0, 69526.0, 80363.0]"
146711,"[608, 4993, 3362, 1221, 4262, 165, 1704, 553, 586, 527, 111, 1200, 1206, 1721]","[912, 420, 1203, 1954]","[1573.0, 6.0, 858.0, 589.0, 1213.0]"
146714,"[33794, 1252, 4262, 1704, 119145, 115210, 553, 778, 115149, 162606, 109487, 128360, 2329]","[4995, 1201, 6874, 56145, 99114, 122914]","[589.0, 122900.0, 1089.0, 6.0, 171763.0]"
146715,"[1252, 589, 2167, 527]","[1193, 2011, 5952]","[608.0, 293.0, 1036.0, 296.0, 1704.0]"
146722,"[608, 1089, 4226, 68157, 480, 5989, 8665, 1997, 2028, 6934, 2167, 2329, 1690, 1213, 58559]","[6863, 5418, 4776, 2959]","[1704.0, 2011.0, 318.0, 586.0, 4995.0]"
146726,"[356, 5989, 128360, 65514, 3147, 1036, 122892, 2571, 103249, 8529, 53464, 2329]","[104913, 119145, 30707, 293]","[1214.0, 296.0, 69526.0, 231.0, 139385.0]"
146747,"[6934, 110102]","[33794, 6365]","[103249.0, 34150.0, 8985.0, 3147.0, 50.0]"
146748,"[1089, 4993, 95875, 60040, 103688, 778, 296, 188301, 7438, 42738, 78772, 6550, 2167, 8985, 1690, 858, 204698]","[177593, 1704, 608, 122920, 1201, 110102]","[1704.0, 2011.0, 111.0, 56145.0, 168248.0]"
146750,"[904, 1193, 912, 1266, 1206, 1214]","[1252, 1203]","[1573.0, 1089.0, 2011.0, 296.0, 2028.0]"
146759,"[608, 4993, 356, 59369, 778, 1997, 589, 110102, 8665, 79132]","[293, 50]","[2959.0, 6874.0, 122892.0, 1573.0, 231.0]"
146762,"[192385, 33794, 111364, 114180, 117895, 904, 912, 122900, 189333, 105504, 1573, 162598, 111781, 296, 1193, 162606, 109487, 1206, 68157, 318, 1214, 3147, 6874, 5995, 2028, 2411, 134130, 30707]","[99114, 195163, 79132, 173145, 175585, 168248, 79695, 4993, 589, 2571]","[160980.0, 104913.0, 1690.0, 111759.0, 122920.0]"
146777,"[2571, 1036, 3578, 2167, 1690, 2011]",[1584],"[1721.0, 6365.0, 1193.0, 1573.0, 1704.0]"
146778,"[1089, 356, 165, 1573, 4776, 2410, 6863, 1721, 2329, 3578]",[4262],"[5989.0, 2023.0, 480.0, 318.0, 2028.0]"
146780,"[858, 3147, 318]",[6979],"[2028.0, 589.0, 1193.0, 293.0, 139385.0]"
146800,"[293, 1036, 589, 89904, 1201, 912, 6548, 6874, 858]",[5989],"[1213.0, 204698.0, 778.0, 608.0, 1704.0]"
146807,"[1089, 4226, 1221, 2329, 293, 1036, 589, 7153, 1206, 44665, 6874, 6365, 318]","[858, 904]","[296.0, 6.0, 2571.0, 1997.0, 33794.0]"
146814,"[1377, 356, 6534, 231, 1704, 59369, 5574, 130634, 3916, 527, 112370, 93363, 138036, 110102, 69526, 6874, 79132, 318]","[92507, 6550, 6548]","[7438.0, 2959.0, 7153.0, 1721.0, 34150.0]"
146836,"[608, 1089, 34150, 4776, 2410, 5995, 1036, 2411, 6863, 1584]","[858, 7438, 1961, 150]","[111.0, 1704.0, 6.0, 150.0, 5418.0]"
146853,"[5952, 157699, 112552, 1704, 119145, 2571, 2028, 5418, 138036, 142488, 3578, 2011, 318]","[134130, 3916]","[4993.0, 1089.0, 68157.0, 480.0, 608.0]"
146868,"[608, 4993, 1704, 1961, 2028, 912, 50, 1266, 1206, 8665, 858, 3198]","[165, 4776]","[2571.0, 1213.0, 89904.0, 4022.0, 2023.0]"
146870,"[105504, 1089, 111364, 5989, 1961, 109578, 53996, 589, 111, 912, 89904, 50, 30707]","[2959, 318, 1203]","[480.0, 4993.0, 4995.0, 1954.0, 6863.0]"
146877,"[4993, 420, 6, 296, 553, 99114, 5418, 1036, 2571, 48780, 1704, 4085, 6874, 1213]","[5995, 44665, 134130, 128360]","[608.0, 293.0, 5995.0, 4262.0, 912.0]"
146880,"[5952, 4995, 356, 53996, 6863, 912, 6550, 318]",[2011],"[480.0, 778.0, 231.0, 1089.0, 3147.0]"
146882,"[608, 165, 231, 1997, 150, 2167]","[2011, 1961, 1036]","[1200.0, 1573.0, 318.0, 2028.0, 586.0]"
146894,"[608, 293, 231, 5995, 1997, 2959, 134130, 1206, 2329, 1690, 1339, 116797]","[111, 3147, 30707, 4226, 56145, 1954, 480]","[3147.0, 50.0, 296.0, 356.0, 1089.0]"
146898,"[4993, 5956, 165, 586, 48780, 103249, 7153, 58559]","[48304, 173145, 1089, 6934, 1721]","[1214.0, 912.0, 5952.0, 3578.0, 2028.0]"
146914,"[1221, 778, 527, 912, 4022, 858]",[1252],"[1193.0, 3362.0, 2571.0, 4226.0, 30707.0]"
146917,"[904, 858, 1221, 318]","[1201, 1704]","[1213.0, 1203.0, 296.0, 2571.0, 50.0]"
146919,"[356, 293, 114180, 2571, 7153, 160438, 3578, 6365]",[5418],"[527.0, 4993.0, 318.0, 480.0, 231.0]"
146923,"[7153, 50, 1645, 527]","[2167, 1619, 231, 589]","[1721.0, 4995.0, 4993.0, 1961.0, 480.0]"
146925,"[4993, 4226, 6, 6534, 778, 527, 1690, 420, 293, 296, 89904, 4022, 1339, 8665, 6874, 1377, 34150, 5995, 111, 4085, 3578, 4223]","[1370, 1619, 8529, 1214, 858, 1089]","[6934.0, 1193.0, 1704.0, 4084.0, 1584.0]"
146932,"[1193, 778, 912, 1213, 4223]","[527, 1206]","[293.0, 165.0, 1377.0, 608.0, 858.0]"
146936,"[480, 4262, 2409, 589, 111, 912]","[3198, 5952, 586, 1584]","[608.0, 6.0, 293.0, 1200.0, 778.0]"
146938,"[608, 2571, 1036, 1221]",[1214],"[858.0, 111.0, 2028.0, 6874.0, 150.0]"
146945,"[4262, 112552, 1961, 1193, 1584, 30707, 1206]","[4993, 2329]","[1704.0, 778.0, 4995.0, 7438.0, 163645.0]"
146956,"[5952, 33794, 5254, 296, 1961, 99114, 5995, 48780, 2959, 4022, 8985, 8665]","[59369, 4993, 6548]","[4993.0, 231.0, 6934.0, 7153.0, 6365.0]"
146958,"[5952, 480, 4995, 356, 5989, 266, 586, 589, 8529, 1203, 8665, 2011]",[7153],"[1721.0, 1961.0, 778.0, 4022.0, 109487.0]"
146968,"[1221, 858, 1997, 150]","[1266, 2571, 6]","[6.0, 5956.0, 318.0, 231.0, 3362.0]"
146969,"[2411, 50, 1227, 150]","[2028, 318, 1961, 1203]","[111.0, 608.0, 3198.0, 1200.0, 1089.0]"
146971,"[480, 5219, 293, 60040, 99114, 80363, 115149, 79695, 7153, 103249, 1721, 102686]","[33794, 6548, 1377, 111759, 109578]","[1213.0, 231.0, 8861.0, 1377.0, 122892.0]"
146975,"[115210, 122892, 2959, 122900, 2329, 111781, 1961, 162606, 84601, 4022, 1721, 146656, 1377, 356, 128360, 53996, 91630, 1266, 171763, 139385, 106491, 139644, 152061]","[113573, 5952, 79132, 122890, 114795]","[122882.0, 59369.0, 5574.0, 420.0, 50.0]"
146979,"[5952, 293, 6, 1704, 778, 912, 4085, 1206, 1214, 68157, 318]","[296, 3147, 1997, 527]","[1089.0, 1221.0, 2011.0, 5989.0, 296.0]"
146981,"[6, 2023, 231, 2571, 2028, 589, 1200, 7153, 48304, 30707, 150, 2329, 858, 1214]","[4022, 1377, 1221]","[4262.0, 1227.0, 1954.0, 50.0, 4223.0]"
146986,"[480, 6979, 2571, 8665, 48780, 3147, 4085, 6934, 1721, 6874]","[2959, 1266]","[4993.0, 33794.0, 1206.0, 7153.0, 7438.0]"
146987,"[4993, 33794, 60040, 2571, 110102, 2329, 110501, 1193, 5418, 5810, 1214, 58559, 175303, 88140, 589, 97752, 173145, 858, 34150, 111, 139385]","[1954, 122882, 6365, 7153, 111781, 296, 128360, 7438, 78772]","[1203.0, 527.0, 7438.0, 4995.0, 48780.0]"
146992,"[33794, 6, 48780, 2959, 6934, 79132, 112552, 99114, 109487, 1200, 50, 116797, 1221, 586, 3916, 2023, 5995, 7153, 4223]","[44665, 293, 58559, 5989, 1961, 5952]","[64957.0, 356.0, 2571.0, 231.0, 912.0]"
147002,"[553, 778, 589, 527]","[608, 266]","[293.0, 1036.0, 4226.0, 1370.0, 318.0]"
